1-Channel Fermionic Chain 
Lambda = 3.000, KEPT =  600, ITMAX =  30 
 
Iteration = 0 
---------------
 It.  #   2Sz   Q          E 
  4 310    0    3   6.9281455519470354 
  4 311    0    1   6.9281455519470354 
  4 312   -1   -2   6.9281455519470354 
  4 313    0   -1   6.9281455519470354 
  4 314    2   -1   6.9281455519470354 
  4 315    0    1   6.9281455519470354 
  4 316    1   -2   6.9281455519470354 
  4 317    1    0   6.9281455519470354 
  4 318    1    0   6.9281455519470354 
  4 319    1    0   6.9281455519470354 
  4 320    1    2   6.9281455519470354 
  4 321   -2   -1   6.9281455519470354 
  4 322   -1    0   6.9281455519470354 
  4 323   -1    0   6.9281455519470354 
  4 324    2    1   6.9281455519470354 
  4 325    0    1   6.9281455519470354 
  4 326   -2    1   6.9281455519470354 
  4 327   -1    2   6.9281455519470354 
  4 328    0   -1   6.9281455519470354 
  4 329   -2    1   7.9883859423447685 
  4 330    1    2   7.9883859423447685 
  4 331    1   -2   7.9883859423447685 
  4 332   -1    0   7.9883859423447685 
  4 333    2    1   7.9883859423447685 
  4 334   -1    0   7.9883859423447685 
  4 335    0    1   7.9883859423447685 
  4 336    0   -1   7.9883859423447685 
  4 337    0   -1   7.9883859423447685 
  4 338    1    0   7.9883859423447685 
  4 339    0    1   7.9883859423447685 
  4 340   -1    2   7.9883859423447685 
  4 341    2   -1   7.9883859423447685 
  4 342   -2   -1   7.9883859423447685 
  4 343   -1   -2   7.9883859423447685 
  4 344    1    0   7.9883859423447685 
  4 345    0   -1   8.0592238435398542 
  4 346   -2    1   8.0592238435398542 
  4 347    1    0   8.0592238435398542 
